"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02276V02746","Domestic","C02196V04140","Region of Residence","UNIT","VALUE"
"HTQ16C03","Average Length of Stay by Irish Residents","20194","2019Q4","02","Outbound","IE053","South-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20194","2019Q4","02","Outbound","IE06","Eastern and Midland","Nights per Trip","6.2"
"HTQ16C03","Average Length of Stay by Irish Residents","20194","2019Q4","02","Outbound","IE061","Dublin","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20194","2019Q4","02","Outbound","IE062","Mid-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20194","2019Q4","02","Outbound","IE063","Midland","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20201","2020Q1","01","Domestic","-","State","Nights per Trip","2.1"
"HTQ16C03","Average Length of Stay by Irish Residents","20201","2020Q1","01","Domestic","IE04","Northern and Western","Nights per Trip","2.1"
"HTQ16C03","Average Length of Stay by Irish Residents","20201","2020Q1","01","Domestic","IE041","Border","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20201","2020Q1","01","Domestic","IE042","West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20201","2020Q1","01","Domestic","IE05","Southern","Nights per Trip","2.1"
"HTQ16C03","Average Length of Stay by Irish Residents","20201","2020Q1","01","Domestic","IE051","Mid-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20201","2020Q1","01","Domestic","IE052","South-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20201","2020Q1","01","Domestic","IE053","South-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20201","2020Q1","01","Domestic","IE06","Eastern and Midland","Nights per Trip","2.1"
"HTQ16C03","Average Length of Stay by Irish Residents","20201","2020Q1","01","Domestic","IE061","Dublin","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20201","2020Q1","01","Domestic","IE062","Mid-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20201","2020Q1","01","Domestic","IE063","Midland","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20201","2020Q1","02","Outbound","-","State","Nights per Trip","6.4"
"HTQ16C03","Average Length of Stay by Irish Residents","20201","2020Q1","02","Outbound","IE04","Northern and Western","Nights per Trip","6.3"
"HTQ16C03","Average Length of Stay by Irish Residents","20201","2020Q1","02","Outbound","IE041","Border","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20201","2020Q1","02","Outbound","IE042","West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20201","2020Q1","02","Outbound","IE05","Southern","Nights per Trip","6.3"
"HTQ16C03","Average Length of Stay by Irish Residents","20201","2020Q1","02","Outbound","IE051","Mid-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20201","2020Q1","02","Outbound","IE052","South-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20201","2020Q1","02","Outbound","IE053","South-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20201","2020Q1","02","Outbound","IE06","Eastern and Midland","Nights per Trip","6.5"
"HTQ16C03","Average Length of Stay by Irish Residents","20201","2020Q1","02","Outbound","IE061","Dublin","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20201","2020Q1","02","Outbound","IE062","Mid-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20201","2020Q1","02","Outbound","IE063","Midland","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20202","2020Q2","01","Domestic","-","State","Nights per Trip","3.7"
"HTQ16C03","Average Length of Stay by Irish Residents","20202","2020Q2","01","Domestic","IE04","Northern and Western","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20202","2020Q2","01","Domestic","IE041","Border","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20202","2020Q2","01","Domestic","IE042","West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20202","2020Q2","01","Domestic","IE05","Southern","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20202","2020Q2","01","Domestic","IE051","Mid-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20202","2020Q2","01","Domestic","IE052","South-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20202","2020Q2","01","Domestic","IE053","South-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20202","2020Q2","01","Domestic","IE06","Eastern and Midland","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20202","2020Q2","01","Domestic","IE061","Dublin","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20202","2020Q2","01","Domestic","IE062","Mid-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20202","2020Q2","01","Domestic","IE063","Midland","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20202","2020Q2","02","Outbound","-","State","Nights per Trip","7.2"
"HTQ16C03","Average Length of Stay by Irish Residents","20202","2020Q2","02","Outbound","IE04","Northern and Western","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20202","2020Q2","02","Outbound","IE041","Border","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20202","2020Q2","02","Outbound","IE042","West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20202","2020Q2","02","Outbound","IE05","Southern","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20202","2020Q2","02","Outbound","IE051","Mid-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20202","2020Q2","02","Outbound","IE052","South-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20202","2020Q2","02","Outbound","IE053","South-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20202","2020Q2","02","Outbound","IE06","Eastern and Midland","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20202","2020Q2","02","Outbound","IE061","Dublin","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20202","2020Q2","02","Outbound","IE062","Mid-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20202","2020Q2","02","Outbound","IE063","Midland","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20203","2020Q3","01","Domestic","-","State","Nights per Trip","3.5"
"HTQ16C03","Average Length of Stay by Irish Residents","20203","2020Q3","01","Domestic","IE04","Northern and Western","Nights per Trip","3.2"
"HTQ16C03","Average Length of Stay by Irish Residents","20203","2020Q3","01","Domestic","IE041","Border","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20203","2020Q3","01","Domestic","IE042","West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20203","2020Q3","01","Domestic","IE05","Southern","Nights per Trip","3.2"
"HTQ16C03","Average Length of Stay by Irish Residents","20203","2020Q3","01","Domestic","IE051","Mid-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20203","2020Q3","01","Domestic","IE052","South-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20203","2020Q3","01","Domestic","IE053","South-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20203","2020Q3","01","Domestic","IE06","Eastern and Midland","Nights per Trip","3.8"
"HTQ16C03","Average Length of Stay by Irish Residents","20203","2020Q3","01","Domestic","IE061","Dublin","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20203","2020Q3","01","Domestic","IE062","Mid-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20203","2020Q3","01","Domestic","IE063","Midland","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20203","2020Q3","02","Outbound","-","State","Nights per Trip","7.2"
"HTQ16C03","Average Length of Stay by Irish Residents","20203","2020Q3","02","Outbound","IE04","Northern and Western","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20203","2020Q3","02","Outbound","IE041","Border","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20203","2020Q3","02","Outbound","IE042","West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20203","2020Q3","02","Outbound","IE05","Southern","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20203","2020Q3","02","Outbound","IE051","Mid-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20203","2020Q3","02","Outbound","IE052","South-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20203","2020Q3","02","Outbound","IE053","South-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20203","2020Q3","02","Outbound","IE06","Eastern and Midland","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20203","2020Q3","02","Outbound","IE061","Dublin","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20203","2020Q3","02","Outbound","IE062","Mid-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20203","2020Q3","02","Outbound","IE063","Midland","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20204","2020Q4","01","Domestic","-","State","Nights per Trip","2.9"
"HTQ16C03","Average Length of Stay by Irish Residents","20204","2020Q4","01","Domestic","IE04","Northern and Western","Nights per Trip","2.8"
"HTQ16C03","Average Length of Stay by Irish Residents","20204","2020Q4","01","Domestic","IE041","Border","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20204","2020Q4","01","Domestic","IE042","West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20204","2020Q4","01","Domestic","IE05","Southern","Nights per Trip","2.6"
"HTQ16C03","Average Length of Stay by Irish Residents","20204","2020Q4","01","Domestic","IE051","Mid-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20204","2020Q4","01","Domestic","IE052","South-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20204","2020Q4","01","Domestic","IE053","South-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20204","2020Q4","01","Domestic","IE06","Eastern and Midland","Nights per Trip","3.3"
"HTQ16C03","Average Length of Stay by Irish Residents","20204","2020Q4","01","Domestic","IE061","Dublin","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20204","2020Q4","01","Domestic","IE062","Mid-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20204","2020Q4","01","Domestic","IE063","Midland","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20204","2020Q4","02","Outbound","-","State","Nights per Trip","6.3"
"HTQ16C03","Average Length of Stay by Irish Residents","20204","2020Q4","02","Outbound","IE04","Northern and Western","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20204","2020Q4","02","Outbound","IE041","Border","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20204","2020Q4","02","Outbound","IE042","West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20204","2020Q4","02","Outbound","IE05","Southern","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20204","2020Q4","02","Outbound","IE051","Mid-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20204","2020Q4","02","Outbound","IE052","South-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20204","2020Q4","02","Outbound","IE053","South-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20204","2020Q4","02","Outbound","IE06","Eastern and Midland","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20204","2020Q4","02","Outbound","IE061","Dublin","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20204","2020Q4","02","Outbound","IE062","Mid-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20204","2020Q4","02","Outbound","IE063","Midland","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20211","2021Q1","01","Domestic","-","State","Nights per Trip","4"
"HTQ16C03","Average Length of Stay by Irish Residents","20211","2021Q1","01","Domestic","IE04","Northern and Western","Nights per Trip","5.8"
"HTQ16C03","Average Length of Stay by Irish Residents","20211","2021Q1","01","Domestic","IE041","Border","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20211","2021Q1","01","Domestic","IE042","West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20211","2021Q1","01","Domestic","IE05","Southern","Nights per Trip","2.6"
"HTQ16C03","Average Length of Stay by Irish Residents","20211","2021Q1","01","Domestic","IE051","Mid-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20211","2021Q1","01","Domestic","IE052","South-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20211","2021Q1","01","Domestic","IE053","South-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20211","2021Q1","01","Domestic","IE06","Eastern and Midland","Nights per Trip","4.1"
"HTQ16C03","Average Length of Stay by Irish Residents","20211","2021Q1","01","Domestic","IE061","Dublin","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20211","2021Q1","01","Domestic","IE062","Mid-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20211","2021Q1","01","Domestic","IE063","Midland","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20211","2021Q1","02","Outbound","-","State","Nights per Trip","12.7"
"HTQ16C03","Average Length of Stay by Irish Residents","20211","2021Q1","02","Outbound","IE04","Northern and Western","Nights per Trip","1.5"
"HTQ16C03","Average Length of Stay by Irish Residents","20211","2021Q1","02","Outbound","IE041","Border","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20211","2021Q1","02","Outbound","IE042","West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20211","2021Q1","02","Outbound","IE05","Southern","Nights per Trip","8"
"HTQ16C03","Average Length of Stay by Irish Residents","20211","2021Q1","02","Outbound","IE051","Mid-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20211","2021Q1","02","Outbound","IE052","South-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20211","2021Q1","02","Outbound","IE053","South-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20211","2021Q1","02","Outbound","IE06","Eastern and Midland","Nights per Trip","15.2"
"HTQ16C03","Average Length of Stay by Irish Residents","20211","2021Q1","02","Outbound","IE061","Dublin","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20211","2021Q1","02","Outbound","IE062","Mid-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20211","2021Q1","02","Outbound","IE063","Midland","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20212","2021Q2","01","Domestic","-","State","Nights per Trip","3"
"HTQ16C03","Average Length of Stay by Irish Residents","20212","2021Q2","01","Domestic","IE04","Northern and Western","Nights per Trip","3.3"
"HTQ16C03","Average Length of Stay by Irish Residents","20212","2021Q2","01","Domestic","IE041","Border","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20212","2021Q2","01","Domestic","IE042","West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20212","2021Q2","01","Domestic","IE05","Southern","Nights per Trip","2.6"
"HTQ16C03","Average Length of Stay by Irish Residents","20212","2021Q2","01","Domestic","IE051","Mid-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20212","2021Q2","01","Domestic","IE052","South-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20212","2021Q2","01","Domestic","IE053","South-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20212","2021Q2","01","Domestic","IE06","Eastern and Midland","Nights per Trip","3"
"HTQ16C03","Average Length of Stay by Irish Residents","20212","2021Q2","01","Domestic","IE061","Dublin","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20212","2021Q2","01","Domestic","IE062","Mid-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20212","2021Q2","01","Domestic","IE063","Midland","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20212","2021Q2","02","Outbound","-","State","Nights per Trip","10.2"
"HTQ16C03","Average Length of Stay by Irish Residents","20212","2021Q2","02","Outbound","IE04","Northern and Western","Nights per Trip","5"
"HTQ16C03","Average Length of Stay by Irish Residents","20212","2021Q2","02","Outbound","IE041","Border","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20212","2021Q2","02","Outbound","IE042","West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20212","2021Q2","02","Outbound","IE05","Southern","Nights per Trip","12.7"
"HTQ16C03","Average Length of Stay by Irish Residents","20212","2021Q2","02","Outbound","IE051","Mid-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20212","2021Q2","02","Outbound","IE052","South-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20212","2021Q2","02","Outbound","IE053","South-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20212","2021Q2","02","Outbound","IE06","Eastern and Midland","Nights per Trip","9.3"
"HTQ16C03","Average Length of Stay by Irish Residents","20212","2021Q2","02","Outbound","IE061","Dublin","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20212","2021Q2","02","Outbound","IE062","Mid-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20212","2021Q2","02","Outbound","IE063","Midland","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20213","2021Q3","01","Domestic","-","State","Nights per Trip","3.6"
"HTQ16C03","Average Length of Stay by Irish Residents","20213","2021Q3","01","Domestic","IE04","Northern and Western","Nights per Trip","2.8"
"HTQ16C03","Average Length of Stay by Irish Residents","20213","2021Q3","01","Domestic","IE041","Border","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20213","2021Q3","01","Domestic","IE042","West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20213","2021Q3","01","Domestic","IE05","Southern","Nights per Trip","3.4"
"HTQ16C03","Average Length of Stay by Irish Residents","20213","2021Q3","01","Domestic","IE051","Mid-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20213","2021Q3","01","Domestic","IE052","South-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20213","2021Q3","01","Domestic","IE053","South-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20213","2021Q3","01","Domestic","IE06","Eastern and Midland","Nights per Trip","4"
"HTQ16C03","Average Length of Stay by Irish Residents","20213","2021Q3","01","Domestic","IE061","Dublin","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20213","2021Q3","01","Domestic","IE062","Mid-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20213","2021Q3","01","Domestic","IE063","Midland","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20213","2021Q3","02","Outbound","-","State","Nights per Trip","7.8"
"HTQ16C03","Average Length of Stay by Irish Residents","20213","2021Q3","02","Outbound","IE04","Northern and Western","Nights per Trip","5.2"
"HTQ16C03","Average Length of Stay by Irish Residents","20213","2021Q3","02","Outbound","IE041","Border","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20213","2021Q3","02","Outbound","IE042","West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20213","2021Q3","02","Outbound","IE05","Southern","Nights per Trip","8.4"
"HTQ16C03","Average Length of Stay by Irish Residents","20213","2021Q3","02","Outbound","IE051","Mid-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20213","2021Q3","02","Outbound","IE052","South-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20213","2021Q3","02","Outbound","IE053","South-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20213","2021Q3","02","Outbound","IE06","Eastern and Midland","Nights per Trip","8.3"
"HTQ16C03","Average Length of Stay by Irish Residents","20213","2021Q3","02","Outbound","IE061","Dublin","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20213","2021Q3","02","Outbound","IE062","Mid-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20213","2021Q3","02","Outbound","IE063","Midland","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20214","2021Q4","01","Domestic","-","State","Nights per Trip","2.4"
"HTQ16C03","Average Length of Stay by Irish Residents","20214","2021Q4","01","Domestic","IE04","Northern and Western","Nights per Trip","2.3"
"HTQ16C03","Average Length of Stay by Irish Residents","20214","2021Q4","01","Domestic","IE041","Border","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20214","2021Q4","01","Domestic","IE042","West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20214","2021Q4","01","Domestic","IE05","Southern","Nights per Trip","2.4"
"HTQ16C03","Average Length of Stay by Irish Residents","20214","2021Q4","01","Domestic","IE051","Mid-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20214","2021Q4","01","Domestic","IE052","South-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20214","2021Q4","01","Domestic","IE053","South-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20214","2021Q4","01","Domestic","IE06","Eastern and Midland","Nights per Trip","2.4"
"HTQ16C03","Average Length of Stay by Irish Residents","20214","2021Q4","01","Domestic","IE061","Dublin","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20214","2021Q4","01","Domestic","IE062","Mid-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20214","2021Q4","01","Domestic","IE063","Midland","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20214","2021Q4","02","Outbound","-","State","Nights per Trip","6.6"
"HTQ16C03","Average Length of Stay by Irish Residents","20214","2021Q4","02","Outbound","IE04","Northern and Western","Nights per Trip","4.9"
"HTQ16C03","Average Length of Stay by Irish Residents","20214","2021Q4","02","Outbound","IE041","Border","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20214","2021Q4","02","Outbound","IE042","West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20214","2021Q4","02","Outbound","IE05","Southern","Nights per Trip","7.8"
"HTQ16C03","Average Length of Stay by Irish Residents","20214","2021Q4","02","Outbound","IE051","Mid-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20214","2021Q4","02","Outbound","IE052","South-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20214","2021Q4","02","Outbound","IE053","South-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20214","2021Q4","02","Outbound","IE06","Eastern and Midland","Nights per Trip","6.7"
"HTQ16C03","Average Length of Stay by Irish Residents","20214","2021Q4","02","Outbound","IE061","Dublin","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20214","2021Q4","02","Outbound","IE062","Mid-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20214","2021Q4","02","Outbound","IE063","Midland","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20221","2022Q1","01","Domestic","-","State","Nights per Trip","2.3"
"HTQ16C03","Average Length of Stay by Irish Residents","20221","2022Q1","01","Domestic","IE04","Northern and Western","Nights per Trip","2"
"HTQ16C03","Average Length of Stay by Irish Residents","20221","2022Q1","01","Domestic","IE041","Border","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20221","2022Q1","01","Domestic","IE042","West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20221","2022Q1","01","Domestic","IE05","Southern","Nights per Trip","2.4"
"HTQ16C03","Average Length of Stay by Irish Residents","20221","2022Q1","01","Domestic","IE051","Mid-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20221","2022Q1","01","Domestic","IE052","South-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20221","2022Q1","01","Domestic","IE053","South-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20221","2022Q1","01","Domestic","IE06","Eastern and Midland","Nights per Trip","2.2"
"HTQ16C03","Average Length of Stay by Irish Residents","20221","2022Q1","01","Domestic","IE061","Dublin","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20221","2022Q1","01","Domestic","IE062","Mid-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20221","2022Q1","01","Domestic","IE063","Midland","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20221","2022Q1","02","Outbound","-","State","Nights per Trip","5.7"
"HTQ16C03","Average Length of Stay by Irish Residents","20221","2022Q1","02","Outbound","IE04","Northern and Western","Nights per Trip","5.6"
"HTQ16C03","Average Length of Stay by Irish Residents","20221","2022Q1","02","Outbound","IE041","Border","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20221","2022Q1","02","Outbound","IE042","West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20221","2022Q1","02","Outbound","IE05","Southern","Nights per Trip","4.7"
"HTQ16C03","Average Length of Stay by Irish Residents","20221","2022Q1","02","Outbound","IE051","Mid-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20221","2022Q1","02","Outbound","IE052","South-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20221","2022Q1","02","Outbound","IE053","South-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20221","2022Q1","02","Outbound","IE06","Eastern and Midland","Nights per Trip","6.1"
"HTQ16C03","Average Length of Stay by Irish Residents","20221","2022Q1","02","Outbound","IE061","Dublin","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20221","2022Q1","02","Outbound","IE062","Mid-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20221","2022Q1","02","Outbound","IE063","Midland","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20222","2022Q2","01","Domestic","-","State","Nights per Trip","2.3"
"HTQ16C03","Average Length of Stay by Irish Residents","20222","2022Q2","01","Domestic","IE04","Northern and Western","Nights per Trip","2"
"HTQ16C03","Average Length of Stay by Irish Residents","20222","2022Q2","01","Domestic","IE041","Border","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20222","2022Q2","01","Domestic","IE042","West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20222","2022Q2","01","Domestic","IE05","Southern","Nights per Trip","2.1"
"HTQ16C03","Average Length of Stay by Irish Residents","20222","2022Q2","01","Domestic","IE051","Mid-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20222","2022Q2","01","Domestic","IE052","South-East","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20222","2022Q2","01","Domestic","IE053","South-West","Nights per Trip",""
"HTQ16C03","Average Length of Stay by Irish Residents","20222","2022Q2","01","Domestic","IE06","Eastern and Midland","Nights per Trip","2.7"
"HTQ16C03","Average Length of Stay by Irish Residents","20222","2022Q2","01","Domestic","IE061","Dublin","Nights per Trip",""
